name,model,M,chi2,z,t0,amplitude,mwebv,mwr_v
SNAD130,nugent-sn2n,-13.883380785267523,796.1871943824763,0.01000041690564583,58296.43026848182,1.0935733929932486e-08,0.01,3.1
SNAD130,nugent-sn1a,-20.491389553529277,875.1764932444804,0.1864482943355452,58290.91913828455,9.803751218742336e-09,0.01,3.1
SNAD130,nugent-sn91t,-20.666275140796177,950.3375069875906,0.20044809316882473,58287.632461897956,8.265872486328495e-09,0.01,3.1
SNAD130,nugent-hyper,-15.277853258634753,1116.6516563225834,0.018880739899440023,58297.93354452615,1.3285657347115444e-08,0.01,3.1
SNAD130,nugent-sn1bc,-20.23887561853194,1221.3540577589404,0.16782717868061967,58293.98461687486,1.04130414642041e-08,0.01,3.1
SNAD130,nugent-sn2l,-17.503776224240287,1342.2784891115145,0.05139574363723367,58302.2768714607,1.4270048627957231e-08,0.01,3.1
SNAD130,nugent-sn91bg,-19.639147921761708,1395.9600930617298,0.1303125731669693,58298.32327770476,1.2989967120218053e-08,0.01,3.1
SNAD130,nugent-sn2p,-19.374753544115723,1434.1212043584412,0.1164064160378215,58296.191253515564,1.00154927416979e-08,0.01,3.1
SNAD131,nugent-sn2n,-13.690186762007272,373.5388877155359,0.010000000861521193,58235.98882785034,1.001846706897805e-08,0.01,3.1
SNAD131,nugent-sn1a,-19.440265043651493,373.8715168186615,0.1299925717303035,58230.152855046756,9.192440905102335e-09,0.01,3.1
SNAD131,nugent-hyper,-19.939268327357468,384.7941752949265,0.16050402655662768,58236.16918192682,9.398494375221904e-09,0.01,3.1
SNAD131,nugent-sn1bc,-16.34610384139623,445.64040457797233,0.03339200908401395,58234.566068708715,9.806730500059257e-09,0.01,3.1
SNAD131,nugent-sn2l,-18.261287795545414,447.0997262819021,0.07815414188810019,58238.28220360868,1.3069368722720242e-08,0.01,3.1
SNAD131,nugent-sn91bg,-17.682442191710052,451.37001394992063,0.06059828459219398,58236.892818533735,1.1312139656903257e-08,0.01,3.1
SNAD131,nugent-sn91t,-13.690189403874882,565.0054504058804,0.010000012936582647,58229.525568737474,1.0305816056065378e-08,0.01,3.1
SNAD131,nugent-sn2p,-19.026284396730553,774.381620471003,0.10889915985723354,58235.275945985304,7.727774283346527e-09,0.01,3.1
SNAD132,nugent-sn91bg,-17.022144067529734,289.0026377078028,0.05123684271013656,58244.3171082457,6.699519115276809e-09,0.01,3.1
SNAD132,nugent-hyper,-19.638698722426117,336.23183051632185,0.1592286391647872,58242.485772162174,5.383143468641109e-09,0.01,3.1
SNAD132,nugent-sn2l,-17.96897009048914,341.6657869943757,0.07778741407113744,58246.134050136636,6.827251362026338e-09,0.01,3.1
SNAD132,nugent-sn1bc,-15.072474236582426,349.58203565478163,0.02133452428905227,58240.54846318101,5.740778392363201e-09,0.01,3.1
SNAD132,nugent-sn1a,-19.09934712522703,349.6579383054579,0.12674861463648043,58236.175445868445,5.1695127009453544e-09,0.01,3.1
SNAD132,nugent-sn2n,-13.408632319787376,375.634957159507,0.010000026264225116,58242.111870389315,5.591756815440382e-09,0.01,3.1
SNAD132,nugent-sn91t,-13.408642486805174,455.4302770136692,0.010000072734337137,58236.3343042777,5.7648705239215926e-09,0.01,3.1
SNAD132,nugent-sn2p,-18.745546868185084,504.232468960398,0.10893767098040705,58243.21530206504,4.4529678499921665e-09,0.01,3.1
SNAD133,nugent-sn2l,-18.80121289699287,657.4530679529619,0.08742515589549958,58196.07024841385,2.310618360532803e-08,0.03,3.1
SNAD133,nugent-sn1a,-19.731423341250082,719.9930590462842,0.13045356734203473,58190.44904003471,1.4958292293776068e-08,0.03,3.1
SNAD133,nugent-sn2n,-13.973022966520151,847.9157058586294,0.010000001796278187,58194.446867429484,1.4776980713207055e-08,0.03,3.1
SNAD133,nugent-sn91bg,-13.973022584874823,973.1636803671079,0.01000000005191068,58195.77768028328,2.327961920042147e-08,0.03,3.1
SNAD133,nugent-sn91t,-15.750516618473728,1060.3331525418093,0.022462024648084156,58188.80000491162,1.568587496757143e-08,0.03,3.1
SNAD133,nugent-hyper,-13.973023788606195,1334.8804035094797,0.010000005553747431,58195.970653046716,2.0530439293585928e-08,0.03,3.1
SNAD133,nugent-sn1bc,-13.973022911900411,1505.3985905262552,0.010000001546630412,58193.13327765109,1.804318157855777e-08,0.03,3.1
SNAD133,nugent-sn2p,-19.522849064115146,3475.3476569632107,0.11935039984528904,58194.618465118125,1.2894719440591801e-08,0.03,3.1
SNAD134,nugent-sn1a,-19.605107112513934,2909.7812079376026,0.13655155172367367,58262.80748170622,9.826862451535475e-09,0.02,3.1
SNAD134,nugent-sn91t,-21.514188486044546,3201.3143491949,0.2999999999817876,58257.265270727636,7.46295768509254e-09,0.02,3.1
SNAD134,nugent-sn2n,-13.739139575207972,3471.8083338417873,0.010000000007726885,58267.71796233382,9.856451763514826e-09,0.02,3.1
SNAD134,nugent-sn2l,-17.781301666660084,3504.09242652803,0.06194852122966407,58269.33596931096,1.4235029040992448e-08,0.02,3.1
SNAD134,nugent-hyper,-15.828034395409048,3628.8149739624328,0.02586053685461848,58268.985213662374,1.2984042925932151e-08,0.02,3.1
SNAD134,nugent-sn1bc,-14.325386676965053,4109.989789860678,0.013069081225481102,58266.70055152224,1.1511535353598198e-08,0.02,3.1
SNAD134,nugent-sn91bg,-19.48028016752918,4372.63922025339,0.12949917904479913,58269.3161012868,1.3469813664309398e-08,0.02,3.1
SNAD134,nugent-sn2p,-19.23824904624893,4937.858343157166,0.11678815010256038,58267.873119561584,9.768327687523877e-09,0.02,3.1
SNAD135,nugent-sn2n,-13.234824379558297,2789.386661062468,0.01000250414105469,59590.995327812474,9.48410852516396e-09,0.02,3.1
SNAD135,nugent-sn2l,-18.8100207855731,2792.3809411305424,0.12068010448530346,59613.063994523654,6.912797629442476e-09,0.02,3.1
SNAD135,nugent-sn1a,-18.984952895909174,2793.9410333247747,0.13002563746409115,59598.51334913391,5.6577289371658665e-09,0.02,3.1
SNAD135,nugent-hyper,-13.234279917964201,2794.285540539511,0.010000015286308499,59608.222027738455,6.667662348420882e-09,0.02,3.1
SNAD135,nugent-sn91t,-18.784433090466898,2795.650320782559,0.11936724483593694,59593.50373461036,4.8949720287012245e-09,0.02,3.1
SNAD135,nugent-sn1bc,-13.234379937572783,2802.6215163373126,0.01000047245203609,59601.147840072495,6.8492143643245045e-09,0.02,3.1
SNAD135,nugent-sn91bg,-19.007655147600055,2806.40922997067,0.1312870944474692,59608.18978327102,7.429759391387422e-09,0.02,3.1
SNAD135,nugent-sn2p,-18.784268937957705,2823.058245736696,0.11935886599068045,59613.07798733621,2.9711987187745815e-09,0.02,3.1
SNAD136,nugent-sn2n,-14.134979776392022,784.8923907894559,0.010000000927268882,58351.04119161998,1.8853374099764467e-08,0.03,3.1
SNAD136,nugent-sn2p,-21.910028284291727,924.4667775850646,0.2999999757696121,58350.5251614827,1.501258848711224e-08,0.03,3.1
SNAD136,nugent-sn1a,-19.951795339651596,1217.4074013046954,0.1337327279693644,58345.111917759954,1.614204164042686e-08,0.03,3.1
SNAD136,nugent-hyper,-20.60215518570866,1231.061353157549,0.17583231739396185,58351.27773971959,1.6299790873059516e-08,0.03,3.1
SNAD136,nugent-sn91t,-21.910028485372763,1260.6611988667025,0.2999999999011682,58340.125605941794,1.1542445459609487e-08,0.03,3.1
SNAD136,nugent-sn91bg,-20.721158169623536,1284.187419811058,0.18475881717985157,58350.98524170839,1.8728411695154546e-08,0.03,3.1
SNAD136,nugent-sn1bc,-21.406964691530526,1409.4252632747848,0.244914225373111,58347.49563886109,1.551947280045959e-08,0.03,3.1
SNAD136,nugent-sn2l,-20.4475250428522,1474.1999807842797,0.1648311059000327,58350.90924511884,2.177212532021664e-08,0.03,3.1
SNAD137,nugent-sn2n,-21.785684233352477,539.951867554978,0.2948438365485626,58237.564653624366,1.163824891716034e-08,0.03,3.1
SNAD137,nugent-sn91t,-20.33922564415507,1398.9758921968084,0.1629591045550694,58232.82750432838,1.539655273599077e-08,0.03,3.1
SNAD137,nugent-sn1a,-20.352176190799675,2155.2762438668315,0.16384585488495718,58236.27367331943,1.8120559381766315e-08,0.03,3.1
SNAD137,nugent-hyper,-14.053944150935301,2374.161885867836,0.010000002639175559,58241.60477321777,2.5537583151908976e-08,0.03,3.1
SNAD137,nugent-sn2p,-19.521665018204253,3513.1016402405066,0.11522844539819994,58238.92579020248,1.7396595933320978e-08,0.03,3.1
SNAD137,nugent-sn2l,-18.71935765373474,3713.17290991891,0.08144068351613111,58242.21346549145,2.737033797933349e-08,0.03,3.1
SNAD137,nugent-sn1bc,-20.075651769150284,4110.026996915417,0.1458546787885985,58238.44790692223,2.014378196591405e-08,0.03,3.1
SNAD137,nugent-sn91bg,-20.023193152570016,6006.4410190170565,0.1426568598834903,58240.49826135367,2.5603974489899052e-08,0.03,3.1
SNAD138,nugent-sn2n,-13.330192588117171,446.9215637763749,0.010000000066730297,58293.53375516022,6.064887995148269e-09,0.02,3.1
SNAD138,nugent-sn1a,-19.09462024528966,452.1052907434171,0.13078837112939423,58288.82053490072,5.9422172412959326e-09,0.02,3.1
SNAD138,nugent-hyper,-14.168098174998718,552.4142556983213,0.014657461245728172,58295.18724513338,8.159112948696657e-09,0.02,3.1
SNAD138,nugent-sn91t,-14.326824895312498,562.1334860020871,0.015756021020000947,58286.820986336985,6.258669491029256e-09,0.02,3.1
SNAD138,nugent-sn2l,-17.124539789799655,584.9777237854336,0.05551766604779183,58296.17598439525,8.790709682048312e-09,0.02,3.1
SNAD138,nugent-sn1bc,-13.330194776493563,585.6353347973661,0.01000001006903872,58292.7691172527,7.213127455738535e-09,0.02,3.1
SNAD138,nugent-sn91bg,-18.985919603519257,715.0515694523236,0.12487195022564619,58295.72579231267,8.4937446355347e-09,0.02,3.1
SNAD138,nugent-sn2p,-18.802172367221033,892.2420495565569,0.11543889117436729,58294.06036341267,5.622203199107548e-09,0.02,3.1
SNAD139,nugent-sn91t,-20.325851618680677,661.7323108428575,0.14874730306574646,58193.80744367399,1.9693570927751666e-08,0.03,3.1
SNAD139,nugent-sn2n,-14.257608717628504,687.8247855352556,0.010000000658681387,58200.83145361002,2.1764507082846938e-08,0.03,3.1
SNAD139,nugent-sn1a,-20.536238523210603,1260.2128006599094,0.16250535809914976,58196.843870371406,2.3557821222330952e-08,0.03,3.1
SNAD139,nugent-hyper,-14.257608583218289,2498.1672663823992,0.010000000044339263,58203.01919921237,3.261331883839209e-08,0.03,3.1
SNAD139,nugent-sn2l,-19.807457779272074,3211.500371535051,0.1193515591859122,58200.181213612035,3.636581938931466e-08,0.03,3.1
SNAD139,nugent-sn2p,-19.760561982079555,4073.562893253408,0.1169805197833587,58199.6153745454,2.2777289040662312e-08,0.03,3.1
SNAD139,nugent-sn1bc,-20.21082078390909,4517.310575484817,0.14169239336731895,58197.770038279865,2.5510991766491625e-08,0.03,3.1
SNAD139,nugent-sn91bg,-19.994760242883796,6666.339605332787,0.12927954792482035,58198.506464116144,2.841724745620143e-08,0.03,3.1
SNAD140,nugent-sn2n,-21.85116048083662,817.4210478817317,0.299999999356789,58189.39707065432,1.364580137983696e-08,0.04,3.1
SNAD140,nugent-sn91t,-18.38729465992084,1574.6833040500144,0.06973985439417449,58187.06397921466,2.004775944896865e-08,0.04,3.1
SNAD140,nugent-hyper,-17.838913031774155,1995.699417322103,0.054746785280088174,58190.3526141615,2.8940485322224742e-08,0.04,3.1
SNAD140,nugent-sn2l,-20.26376765440326,2483.5505198076244,0.15641681698688326,58189.418259267666,3.651501520705938e-08,0.04,3.1
SNAD140,nugent-sn1a,-20.347923292598644,2627.6386490620293,0.1620415014331094,58191.494286639965,1.9542557111364738e-08,0.04,3.1
SNAD140,nugent-sn1bc,-18.72972101204862,2759.3871576824686,0.08102221929473725,58186.25850210275,2.652364899464178e-08,0.04,3.1
SNAD140,nugent-sn2p,-19.524746593574598,2898.7316634080703,0.1142896343823573,58192.12291121153,1.9574038636788507e-08,0.04,3.1
SNAD140,nugent-sn91bg,-20.491238374985507,3030.430084592179,0.17205534217087937,58190.21831642266,3.606662251447143e-08,0.04,3.1
SNAD142,nugent-sn2p,-16.22969440697442,1197.9387368025114,0.03215118241234762,58332.30162530878,1.1353542193125153e-08,0.04,3.1
SNAD142,nugent-sn2n,-21.433020156677454,1684.131650219277,0.29999984044565925,58329.56693611835,6.299875357433207e-09,0.04,3.1
SNAD142,nugent-sn91t,-21.232944755098426,1820.5262021118049,0.27685351062213337,58325.73876811564,7.101659061395024e-09,0.04,3.1
SNAD142,nugent-sn1a,-21.048856815724893,2014.5226453836774,0.2570199680965255,58331.35630971404,8.080110803857513e-09,0.04,3.1
SNAD142,nugent-sn2l,-18.221030608608157,2298.892562497316,0.07787979605353704,58332.2217506106,1.6341602579963254e-08,0.04,3.1
SNAD142,nugent-hyper,-19.552155382209587,2418.3936225288653,0.13819471134857905,58339.16993823947,1.0354711952980038e-08,0.04,3.1
SNAD142,nugent-sn1bc,-19.816779503128668,2577.0484493930476,0.15453087209712932,58336.41948026912,9.52908700302364e-09,0.04,3.1
SNAD142,nugent-sn91bg,-19.61276438063725,3091.9963748584737,0.1417871169478417,58341.111419709145,1.1555393561867534e-08,0.04,3.1
SNAD143,nugent-sn2p,-14.160290573591148,3680.664928172157,0.010000000000336955,58192.0349468285,2.4710298888372926e-08,0.03,3.1
SNAD143,nugent-sn2n,-21.935339484776875,7699.113802189121,0.2999999998296563,58192.93670215993,1.5252472561093254e-08,0.03,3.1
SNAD143,nugent-sn91t,-18.58025535050625,9960.131237274072,0.07315016428842784,58191.50011750422,2.289313206198068e-08,0.03,3.1
SNAD143,nugent-hyper,-14.16029061582018,10514.140121090857,0.010000000193351094,58196.42819526199,3.324686313680186e-08,0.03,3.1
SNAD143,nugent-sn1a,-20.447045713926272,13084.838053606156,0.1630597431129091,58193.58701592712,2.3229880235209633e-08,0.03,3.1
SNAD143,nugent-sn2l,-20.367119092686686,14248.667261167839,0.1576820078796256,58195.49644009436,3.571182101991299e-08,0.03,3.1
SNAD143,nugent-sn1bc,-14.16029064059564,15522.223756301417,0.010000000306591051,58191.20085445839,2.7983659472424733e-08,0.03,3.1
SNAD143,nugent-sn91bg,-20.56669285178483,15916.853297237487,0.17142966088787537,58191.39206275311,3.883351423333188e-08,0.03,3.1
SNAD144,nugent-sn91t,-18.871776320143365,1812.4958769212935,0.09784523005663878,59531.90472150361,4.915568116635711e-08,0.05,3.1
SNAD144,nugent-sn2p,-20.779369893179624,2053.9559808990894,0.21876209357124182,59590.840863761645,1.6551050098118328e-08,0.05,3.1
SNAD144,nugent-hyper,-18.868400769248648,2122.642383996687,0.09770251224180226,59590.36800670813,2.5246178070268527e-08,0.05,3.1
SNAD144,nugent-sn1bc,-13.78392685458287,2174.2908682764264,0.010000010425957995,59588.10630283663,2.6097923547529087e-08,0.05,3.1
SNAD144,nugent-sn1a,-19.830790410410824,2324.987671726806,0.14741190060729156,59576.38221960384,2.0515990672516982e-08,0.05,3.1
SNAD144,nugent-sn91bg,-21.55673813087996,2347.7230394163785,0.299731847314551,59592.17377995301,3.4245618265485065e-08,0.05,3.1
SNAD144,nugent-sn2l,-13.783924624815977,2399.9837869631474,0.010000000234467742,59593.22972676449,3.6116867051433726e-08,0.05,3.1
SNAD144,nugent-sn2n,-21.558970267284163,2512.7546856069707,0.2999996137014347,59588.80751856598,9.711611267258072e-09,0.05,3.1
SNAD145,nugent-sn2l,-13.322515650621853,1005.3658893521872,0.010000041488356143,58335.87279647237,5.730410756721005e-09,0.04,3.1
SNAD145,nugent-sn1a,-19.19050280281116,1031.1040856193679,0.13666908276156994,58326.65888679719,3.6240120356686025e-09,0.04,3.1
SNAD145,nugent-sn91bg,-19.04241498579018,1067.1738053678016,0.1283341436718805,58335.84109328325,4.592436931680964e-09,0.04,3.1
SNAD145,nugent-sn91t,-20.100424985114437,1067.748125598136,0.2000291385186183,58321.76976776509,2.8820352799175088e-09,0.04,3.1
SNAD145,nugent-sn2n,-13.322525048153366,1067.9026412285116,0.010000084441455535,58328.97655418949,3.8334774115686745e-09,0.04,3.1
SNAD145,nugent-hyper,-15.18186489132841,1070.1117914265321,0.023310349153655662,58334.20633218308,4.6305277539950105e-09,0.04,3.1
SNAD145,nugent-sn1bc,-19.692615767056523,1078.3321590416276,0.16884951181026084,58330.239783061654,3.7740191688991355e-09,0.04,3.1
SNAD145,nugent-sn2p,-18.80361214944525,1117.7340521310696,0.11589110306763988,58336.93053228569,3.4110084595818147e-09,0.04,3.1
SNAD146,nugent-sn2p,-19.7816296213006,1224.945100640196,0.146518623128088,58189.733465544225,1.077928565088229e-08,0.03,3.1
SNAD146,nugent-sn2l,-21.52421348611009,1299.7295186394508,0.2999999999896537,58187.92906151094,1.8016383124538222e-08,0.03,3.1
SNAD146,nugent-sn2n,-21.52421311250237,1434.5385553317453,0.2999999551533251,58185.76417853827,6.660358578585614e-09,0.03,3.1
SNAD146,nugent-sn91bg,-20.805006600560585,1535.4237815378278,0.22424343626323906,58189.16603850054,2.0481308524100576e-08,0.03,3.1
SNAD146,nugent-sn91t,-21.496414840322817,1572.560107609742,0.2966809223264107,58181.25302380784,7.590726861866964e-09,0.03,3.1
SNAD146,nugent-sn1a,-21.437045549781335,1648.8645073439864,0.28970522834669477,58185.76736868959,8.748586382892796e-09,0.03,3.1
SNAD146,nugent-hyper,-20.293523165284018,1778.1712034745617,0.18157504963332535,58188.579964588396,1.3367695853172e-08,0.03,3.1
SNAD146,nugent-sn1bc,-20.4999071315176,1985.3277795003278,0.1977960139993724,58186.76866428998,1.1637283316064982e-08,0.03,3.1
SNAD147,nugent-sn2p,-21.25314509008229,1096.7063037638372,0.2618676196633259,58196.90351545233,6.924651181431719e-09,0.01,3.1
SNAD147,nugent-sn91t,-21.59113848579859,1194.3857424668267,0.2999999999522715,58189.9338096019,4.974021965270055e-09,0.01,3.1
SNAD147,nugent-sn2l,-21.127662388875788,1200.517085107998,0.24888526376734235,58206.98967911502,8.101990929403446e-09,0.01,3.1
SNAD147,nugent-sn1a,-21.591138382572236,1207.146477061997,0.2999999875641682,58193.66133079742,5.843681255380546e-09,0.01,3.1
SNAD147,nugent-hyper,-20.614074942999995,1266.638813077317,0.2016930448924974,58203.196625914046,6.91092469922605e-09,0.01,3.1
SNAD147,nugent-sn2n,-21.591138108414487,1283.9377834348466,0.29999995466274276,58196.90764530972,4.204383155821285e-09,0.01,3.1
SNAD147,nugent-sn1bc,-20.589652476609448,1343.908647037904,0.1996696705886174,58201.16792320368,6.760644222094917e-09,0.01,3.1
SNAD147,nugent-sn91bg,-19.61376400852642,3284.393114911433,0.13264980382871933,58561.94093745544,-3.305368253891337e-10,0.01,3.1
SNAD149,nugent-sn1a,-19.787682550640568,2004.3188891011657,0.12947903353515808,58341.29027593736,1.0204233880650328e-08,0.04,3.1
SNAD149,nugent-sn2n,-14.046908281552291,2015.8565831865756,0.010000003236180324,58346.53861721564,1.065629532321553e-08,0.04,3.1
SNAD149,nugent-sn2p,-17.114899496282405,2156.3622917196835,0.04017169700475554,58347.95337086798,1.1215214268641982e-08,0.04,3.1
SNAD149,nugent-hyper,-16.489453076336055,2218.2470919977995,0.030334653217910706,58347.89945034445,1.3298485849838033e-08,0.04,3.1
SNAD149,nugent-sn2l,-17.915950658699714,2228.6324365094324,0.05738500338969725,58348.959860242176,1.5078855280212954e-08,0.04,3.1
SNAD149,nugent-sn91bg,-14.046907737450482,2258.7820135335724,0.010000000749280702,58348.43696592262,1.4519158246967279e-08,0.04,3.1
SNAD149,nugent-sn91t,-19.878072795655925,2273.5719226164233,0.13454997651147177,58337.99758097753,8.592417180172376e-09,0.04,3.1
SNAD149,nugent-sn1bc,-20.403074562571717,2437.400233237795,0.16786796256097844,58343.9471036679,1.0379309743127602e-08,0.04,3.1
SNAD150,nugent-sn1a,-19.786708733421737,1011.3694285282618,0.1261399266230468,58194.166104214884,1.688903095084355e-08,0.03,3.1
SNAD150,nugent-sn2l,-21.327422104353108,1039.672669587695,0.2398016671056344,58196.38801744768,2.5624930269737126e-08,0.03,3.1
SNAD150,nugent-sn91t,-19.761116666469324,1446.1231682602722,0.1247710752197359,58190.537162977926,1.4158676130467417e-08,0.03,3.1
SNAD150,nugent-sn1bc,-15.51969644299643,1649.9675014446007,0.01903438794017916,58196.55415566435,1.9392789919792163e-08,0.03,3.1
SNAD150,nugent-hyper,-17.25182636864793,1774.2784639975407,0.04157111110337002,58198.90627986753,2.106017556384207e-08,0.03,3.1
SNAD150,nugent-sn91bg,-16.355474098170863,1797.5328952580765,0.027789415053642647,58198.335653848066,2.3384435063940415e-08,0.03,3.1
SNAD150,nugent-sn2n,-14.107284575476715,2625.877798146108,0.010000000008955196,58198.49910987783,1.5229097287582235e-08,0.03,3.1
SNAD150,nugent-sn2p,-21.014018442992953,4169.727975417313,0.2109349631322659,58196.72450610359,1.4410310710631626e-08,0.03,3.1
SNAD151,nugent-sn2n,-14.071888574507874,1259.8296022492589,0.010000000004526988,58575.48175707951,1.2278235936866876e-08,0.01,3.1
SNAD151,nugent-sn1a,-19.899155698053512,1324.1252580556184,0.13432750551398445,58570.32232637084,1.2018777094054221e-08,0.01,3.1
SNAD151,nugent-sn2l,-19.711651153539343,1408.3805126862412,0.12402448950366339,58576.424855014935,1.9462362562099917e-08,0.01,3.1
SNAD151,nugent-sn91t,-21.20935157228319,1480.5375675898313,0.23185241176484267,58566.09398312515,9.643178279755717e-09,0.01,3.1
SNAD151,nugent-hyper,-16.181744566240774,1565.1423240140225,0.026106637685785816,58576.44196992515,1.6197578855075183e-08,0.01,3.1
SNAD151,nugent-sn2p,-19.581533830445075,1792.6666080745092,0.11731612499035422,58575.88419095712,1.3800594131197001e-08,0.01,3.1
SNAD151,nugent-sn91bg,-19.888531031356223,1879.273244477242,0.13372288597331233,58576.422492736376,1.7301709872482533e-08,0.01,3.1
SNAD151,nugent-sn1bc,-19.595336032124123,1905.2881864910664,0.11801118818621548,58573.14708608145,1.3459677921648643e-08,0.01,3.1
SNAD152,nugent-sn91bg,-14.995991696550767,20155.824222437637,0.010000000562342376,58213.17085804777,1.3144305168473931e-08,0.01,3.1
SNAD152,nugent-sn91t,-14.995994686528569,27840.928257965526,0.010000014228495592,58749.8012425431,-1.813965358192336e-08,0.01,3.1
SNAD152,nugent-hyper,-19.52175989453179,27995.34287055807,0.07661985248287553,58753.57254740228,-2.0889604935321815e-08,0.01,3.1
SNAD152,nugent-sn1bc,-18.007672818805183,28000.856306159712,0.03917165919846678,58754.623529179116,-1.9225069820997408e-08,0.01,3.1
SNAD152,nugent-sn1a,-14.995991612581086,28028.979290783565,0.010000000178546312,58752.27308825622,-2.067629693246351e-08,0.01,3.1
SNAD152,nugent-sn2n,-22.771036948043026,28759.541931730284,0.29999957538963623,58590.63808463138,-2.58852206003367e-09,0.01,3.1
SNAD152,nugent-sn2l,-20.639284804189494,29247.40962286896,0.12421144485298788,58822.939419848066,2.839064697905506e-09,0.01,3.1
SNAD152,nugent-sn2p,-22.212057803476974,29267.59026268661,0.23940440016414904,58771.88447482119,1.2123598806267794e-09,0.01,3.1
SNAD156,nugent-sn2n,-14.382077784658673,2044.2096120782571,0.010000005535704713,58222.591467176855,1.521611560020633e-08,0.01,3.1
SNAD156,nugent-sn2l,-20.548691311385728,2170.051758966953,0.15503918653565976,58223.73810491024,2.211283266026013e-08,0.01,3.1
SNAD156,nugent-sn1a,-21.207201318931606,2262.1373831406736,0.20396374369682002,58216.89400318433,1.3042391472313824e-08,0.01,3.1
SNAD156,nugent-sn91bg,-14.38207661553471,2337.690927946598,0.010000000192046325,58224.36031284654,2.2202001640828047e-08,0.01,3.1
SNAD156,nugent-sn91t,-21.233857302102347,2414.8300967615924,0.20621698236083444,58213.06097186583,1.0991666066825633e-08,0.01,3.1
SNAD156,nugent-sn2p,-17.456980702284863,2448.9687023145757,0.04029615270161634,58223.99653823158,1.4831705315348328e-08,0.01,3.1
SNAD156,nugent-hyper,-17.30031687844946,2728.695323691195,0.037565480288963914,58223.77454680525,1.7537957546361398e-08,0.01,3.1
SNAD156,nugent-sn1bc,-20.7532861529652,2951.5808735427668,0.16892720707938877,58219.70291980541,1.4105509711310969e-08,0.01,3.1
SNAD157,nugent-sn2l,-19.599318883199246,8714.619838533541,0.14277145244775108,58756.1434737977,5.942166169163573e-09,0.08,3.1
SNAD157,nugent-sn2p,-19.325074644004715,8735.453627663703,0.12708297017163467,58756.84635155284,3.3613281904993226e-09,0.08,3.1
SNAD157,nugent-sn91bg,-21.40321948551012,8743.689238796527,0.29999999991765214,58755.44314863204,5.5429675193163076e-09,0.08,3.1
SNAD157,nugent-sn2n,-21.19394117614374,8746.92183691656,0.275829621820722,58754.10875275338,1.1536984787338836e-09,0.08,3.1
SNAD157,nugent-sn1a,-19.273574708308786,8748.740511534197,0.12432334805907037,58747.76810604341,1.409956195410923e-09,0.08,3.1
SNAD157,nugent-sn91t,-13.628170620709092,8753.423766622955,0.010000000215696575,58745.12976139125,1.1295372640431002e-09,0.08,3.1
SNAD157,nugent-hyper,-19.55543689487847,8755.057204765868,0.14014494056566654,58749.86179258191,1.3233594554060047e-09,0.08,3.1
SNAD157,nugent-sn1bc,-21.403219231939715,8755.730010413256,0.2999999694868943,58748.41498357546,1.4941482242406917e-09,0.08,3.1
SNAD159,nugent-sn2n,-16.356337244622058,1949.6928630793445,0.027537215070722314,58550.97569107256,8.224169205790432e-09,0.01,3.1
SNAD159,nugent-sn1a,-21.903396461328743,2004.6211368532568,0.29999999701566693,58548.348667493134,7.0397915913134995e-09,0.01,3.1
SNAD159,nugent-sn91t,-21.90339648455942,2021.4433343298379,0.2999999998035596,58543.3887523109,6.085487621408794e-09,0.01,3.1
SNAD159,nugent-sn2l,-19.825484590381027,2055.0231136070597,0.1270955822250082,58553.215198128164,1.398700201645143e-08,0.01,3.1
SNAD159,nugent-sn91bg,-19.942359217905494,2275.3336069689904,0.13357356814446933,58558.88415394359,1.1043291657307528e-08,0.01,3.1
SNAD159,nugent-sn1bc,-20.63790775919755,2318.081475829734,0.17896469845728327,58553.157940442,8.495746836879726e-09,0.01,3.1
SNAD159,nugent-hyper,-20.34728080178809,2343.4217229011615,0.15848570085345745,58555.90939284565,9.06875705763387e-09,0.01,3.1
SNAD159,nugent-sn2p,-19.66503398337503,2403.335042704493,0.11868152649236262,58555.16290059025,7.875268181005814e-09,0.01,3.1
SNAD160,nugent-sn2p,-20.35516227215537,4625.794936485388,0.15334012579572545,58309.95279090761,2.202338475981614e-08,0.02,3.1
SNAD160,nugent-sn91t,-21.989788486095037,5463.994261436726,0.2999999999878478,58304.39287851599,1.543373614783418e-08,0.02,3.1
SNAD160,nugent-sn1a,-21.98978848618279,5803.481932070482,0.2999999999983788,58308.359441328445,1.778600030405196e-08,0.02,3.1
SNAD160,nugent-hyper,-20.871165554729217,6052.0209445304945,0.19022345544547278,58314.77119755176,2.3478263019036256e-08,0.02,3.1
SNAD160,nugent-sn2l,-20.44390911275923,6149.261687275641,0.15916831680895782,58310.05988304439,2.543916638076133e-08,0.02,3.1
SNAD160,nugent-sn1bc,-21.326677520900375,6349.0634459914645,0.22944767548225675,58310.64750460068,2.1069344908953467e-08,0.02,3.1
SNAD160,nugent-sn2n,-21.98978839265979,6519.126888449945,0.2999999887747672,58338.56764307337,1.145317555414183e-08,0.02,3.1
SNAD160,nugent-sn91bg,-20.662535226267195,6570.513071988229,0.17441708531761665,58312.14765161318,2.583086173951629e-08,0.02,3.1
SNAD161,nugent-sn2l,-19.866009001238126,1651.823842021945,0.13651373422431237,58197.0134206554,1.185155463463359e-08,0.01,3.1
SNAD161,nugent-sn91bg,-14.000695928320333,1734.8142933797026,0.01000000619233231,58197.37443650547,1.0496301003510492e-08,0.01,3.1
