name,model,M,mse,z,t0,amplitude,mwebv,mwr_v,max_mag
SNAD118,nugent-sn1bc,-14.944007097515218,1.5785828951327612e-09,0.016083300832635258,58257.94963634828,1.3877885761145054e-08,0.02,3.1,19.346767
SNAD118,nugent-sn2l,-18.09294201273108,1.6758244215647754e-09,0.06614190498120795,58261.26039557704,1.6417321492444994e-08,0.02,3.1,19.346767
SNAD119,nugent-sn2n,-18.71977778399872,2.708195896883294e-09,0.06506034378569102,58309.053188985075,2.2336145451134035e-08,0.04,3.1,18.682495
SNAD119,nugent-sn1bc,-21.07114486341248,2.723577229669307e-09,0.1786009155648505,58306.889278357026,2.59107844386236e-08,0.04,3.1,18.682495
SNAD119,nugent-sn1a,-22.212631204896912,2.7402520180216104e-09,0.2848937415165403,58303.45673561098,2.155272995045469e-08,0.04,3.1,18.682495
SNAD119,nugent-sn2p,-20.972091926497466,3.0337741559289486e-09,0.17137368825350996,58308.89628106687,2.1998534625449573e-08,0.04,3.1,18.682495
SNAD119,nugent-sn2l,-20.44435230649157,3.242125825269625e-09,0.13724309180972272,58311.04655107393,3.482256907010389e-08,0.04,3.1,18.682495
SNAD120,nugent-sn2p,-19.67038480817196,8.012290153702812e-11,0.13021903491844847,58288.9378326102,2.0257287064699642e-08,0.05,3.1,19.332752
SNAD120,nugent-sn2n,-21.676705112059096,2.501966783110261e-10,0.2982575355619534,58299.15422629619,1.3833061761980791e-08,0.05,3.1,19.332752
SNAD120,nugent-sn1a,-21.011131052228038,3.526646666921506e-10,0.2278568740929225,58299.8158193968,1.7788741668101e-08,0.05,3.1,19.332752
SNAD120,nugent-sn1bc,-21.6135845623902,3.995045396746044e-10,0.2908099262625239,58298.41806182698,1.9568076107098764e-08,0.05,3.1,19.332752
SNAD120,nugent-sn2l,-21.06896905568992,4.257723383690347e-10,0.23330414325101184,58303.34932530748,2.2196122757754065e-08,0.05,3.1,19.332752
SNAD121,nugent-sn2n,-21.347301847793606,6.776931969940977e-10,0.29186704078957304,58342.0258996789,7.224329998060326e-09,0.03,3.1,19.608084
SNAD121,nugent-sn2p,-16.46190932031003,7.819551940400156e-10,0.03596263806545786,58344.2778637595,1.2446189435496289e-08,0.03,3.1,19.608084
SNAD121,nugent-sn1a,-20.034573573748826,8.985012772024918e-10,0.1705218508467001,58338.17960186416,1.0831049527241554e-08,0.03,3.1,19.608084
SNAD121,nugent-sn1bc,-19.74658428198777,1.0246604748073577e-09,0.1511145501532302,58342.00238255117,1.1434070880730911e-08,0.03,3.1,19.608084
SNAD121,nugent-sn2l,-19.37017859070676,1.2048284800411067e-09,0.12884803505240178,58343.59609523921,1.5407396186230706e-08,0.03,3.1,19.608084
SNAD122,nugent-sn2n,-21.854466652534015,3.132143678279306e-10,0.28874966339096314,58255.84901186547,1.3894811292579112e-08,0.01,3.1,19.074146
SNAD122,nugent-sn1bc,-18.342320452210444,4.184655474445706e-10,0.06546839502285938,58255.77019180499,1.925825832611444e-08,0.01,3.1,19.074146
SNAD122,nugent-sn2p,-20.30615353992988,4.716292307897704e-10,0.15275454946468056,58256.942330066726,1.911934457243285e-08,0.01,3.1,19.074146
SNAD122,nugent-sn1a,-18.851259304653624,5.135363113869097e-10,0.08183335848887396,58252.875366510394,2.109937969833964e-08,0.01,3.1,19.074146
SNAD122,nugent-sn2l,-20.438858336582868,5.474300441862956e-10,0.16151412850098268,58258.12990500588,2.5129422099501114e-08,0.01,3.1,19.074146
SNAD123,nugent-sn2n,-15.193804336150066,6.108172924554178e-09,0.01278527497118343,58183.75262204871,3.287033644034466e-08,0.03,3.1,18.593271
SNAD123,nugent-sn1a,-20.543183906936108,6.3456861697456e-09,0.13780318240781778,58184.67201919581,2.8800040736104658e-08,0.03,3.1,18.593271
SNAD123,nugent-sn2p,-20.44533460422562,6.4886620291306956e-09,0.13219765272591527,58163.84553528688,4.0377373240206204e-08,0.03,3.1,18.593271
SNAD123,nugent-sn1bc,-16.056696233544642,7.04141348600009e-09,0.018936011723065516,58187.33154107951,3.7381287176204874e-08,0.03,3.1,18.593271
SNAD123,nugent-sn2l,-20.04176575728748,7.915040753175196e-09,0.11126252143103693,58191.04334784232,4.598876059627945e-08,0.03,3.1,18.593271
SNAD124,nugent-sn1a,-22.583741720834613,2.6605749997988934e-09,0.2944785517313847,58188.92986553816,2.3668708315962604e-08,0.03,3.1,18.393871
SNAD124,nugent-sn2n,-15.792268908629243,2.667202153280093e-09,0.01533527697626594,58196.463967240416,2.648851079195115e-08,0.03,3.1,18.393871
SNAD124,nugent-sn1bc,-21.391439663672674,2.675632571811817e-09,0.18097074272768796,58191.68224255453,2.970879174279952e-08,0.03,3.1,18.393871
SNAD124,nugent-sn2l,-22.1721243887683,3.3754411244155233e-09,0.24943718047494548,58194.28158775669,4.470844752597567e-08,0.03,3.1,18.393871
SNAD124,nugent-sn2p,-22.650378943782886,3.5642835710649574e-09,0.3024373821707754,58176.01226385704,3.7027735116989614e-08,0.03,3.1,18.393871
SNAD125,nugent-sn1a,-21.322225783205404,4.0345371226821175e-11,0.2945548983168059,58258.85683886367,7.05772827038203e-09,0.01,3.1,19.656034
SNAD125,nugent-sn1bc,-20.629839948388266,4.501388483801266e-11,0.22251152272506042,58263.10555925616,7.947511403968507e-09,0.01,3.1,19.656034
SNAD125,nugent-sn2n,-18.316806041107377,4.779588257851364e-11,0.08354356941817706,58265.63791799926,8.86034272981455e-09,0.01,3.1,19.656034
SNAD125,nugent-sn2l,-21.074209679714393,5.914479526984561e-11,0.2665893399185589,58267.32154349768,9.602992123689034e-09,0.01,3.1,19.656034
SNAD125,nugent-sn2p,-21.34263011832826,5.995065198380656e-11,0.29697175819080146,58265.9375379927,7.490157381532056e-09,0.01,3.1,19.656034
SNAD127,nugent-sn1bc,-19.89032092858828,3.3066323388110785e-10,0.14972402501765772,58188.38694318834,1.0206509932840747e-08,0.01,3.1,19.442411
SNAD127,nugent-sn1a,-21.188664080843623,3.731204281081704e-10,0.2561079761603724,58190.67708322019,8.126035792994431e-09,0.01,3.1,19.442411
SNAD127,nugent-sn2n,-21.569683977418656,3.938785804470154e-10,0.2985725643210385,58190.548755045056,6.243940208071123e-09,0.01,3.1,19.442411
SNAD127,nugent-sn2l,-21.460997289413747,4.914004230506891e-10,0.28584297800358993,58188.952166334304,1.6965734827458786e-08,0.01,3.1,19.442411
SNAD127,nugent-sn2p,-14.981465151164336,5.158815165458256e-10,0.01708714653978345,58160.980195028664,1.6344930951297048e-08,0.01,3.1,19.442411
SNAD128,nugent-sn2n,-21.58561847859733,2.747356387424422e-10,0.27904643902786447,58275.93592237007,4.494031898171037e-09,0.01,3.1,19.257923
SNAD128,nugent-sn1a,-21.732651351172397,2.8957528029293987e-10,0.29601136414819373,58271.31005487791,6.023435625773503e-09,0.01,3.1,19.257923
SNAD128,nugent-sn1bc,-20.41070399258292,2.9454728326433776e-10,0.17238130851378056,58274.960423622724,7.29743436217008e-09,0.01,3.1,19.257923
SNAD128,nugent-sn2p,-19.489327342439825,3.130632992836115e-10,0.11674686664854418,58277.82169425701,7.2589604302759665e-09,0.01,3.1,19.257923
SNAD128,nugent-sn2l,-19.75712904213186,3.300353639371679e-10,0.13088060546802258,58279.02980381062,9.954325550776018e-09,0.01,3.1,19.257923
SNAD129,nugent-sn2p,-20.076788004368645,2.9087229072758e-10,0.1737625718574055,58190.94361805283,8.345488848859767e-09,0.02,3.1,19.610962
SNAD129,nugent-sn1a,-20.403961698101966,3.1381735471424365e-10,0.19904338441650102,58181.88795429642,9.661188442651148e-09,0.02,3.1,19.610962
SNAD129,nugent-sn2l,-17.670615592084786,3.1876919915376754e-10,0.06168789309947202,58190.018765551904,1.7750467380549788e-08,0.02,3.1,19.610962
SNAD129,nugent-sn2n,-18.68975901036434,3.2011976697112297e-10,0.09632922843071619,58173.034333120515,1.3787074687142536e-08,0.02,3.1,19.610962
SNAD129,nugent-sn1bc,-20.06054707774487,3.617044433696862e-10,0.17258882807381407,58185.28320244765,1.1046108147507004e-08,0.02,3.1,19.610962
SNAD130,nugent-sn2p,-19.380307733297546,1.0874529276078553e-09,0.11668361551920854,58296.243457289456,1.0013796719651657e-08,0.01,3.1,19.365677
SNAD130,nugent-sn1a,-20.473585485881014,1.1874323930090961e-09,0.18507505179439984,58290.95361562282,9.825921436110659e-09,0.01,3.1,19.365677
SNAD130,nugent-sn1bc,-20.23067347727059,1.1888613904559889e-09,0.1672523478312858,58293.997417159284,1.0413259624219321e-08,0.01,3.1,19.365677
SNAD130,nugent-sn2n,-15.695188426879138,1.2272960555858726e-09,0.022814781237616752,58296.31583322493,1.0619566286544912e-08,0.01,3.1,19.365677
SNAD130,nugent-sn2l,-19.535605500048067,1.298446899411093e-09,0.12469041879295739,58300.105889926956,1.4508762234415372e-08,0.01,3.1,19.365677
SNAD131,nugent-sn1bc,-17.115063228776037,6.169586305944297e-11,0.04711195608271858,58234.35126248505,9.584717949143828e-09,0.01,3.1,19.55878
SNAD131,nugent-sn1a,-20.64029852209658,6.997564046309199e-11,0.21472937423423463,58228.71033184893,8.280231872565168e-09,0.01,3.1,19.55878
SNAD131,nugent-sn2n,-15.218684616491451,9.441653381390203e-11,0.020064258502957556,58235.82300356488,9.77463644707964e-09,0.01,3.1,19.55878
SNAD131,nugent-sn2l,-20.361404853230987,9.51161121010797e-11,0.1913930852724057,58237.07228038503,1.2040504589484476e-08,0.01,3.1,19.55878
SNAD131,nugent-sn2p,-21.445664023443257,1.417988262084571e-10,0.297659686935873,58234.24237344267,7.132606861292507e-09,0.01,3.1,19.55878
SNAD132,nugent-sn1bc,-15.625161596887128,4.55251282030139e-11,0.027395200055130197,58240.45577354516,5.700046563770815e-09,0.01,3.1,19.84034
SNAD132,nugent-sn2l,-20.460106779428383,4.990928414903932e-11,0.2238433706055458,58244.90834340664,6.225335769175463e-09,0.01,3.1,19.84034
SNAD132,nugent-sn1a,-19.277845702510387,5.137353383710936e-11,0.1367399765092207,58236.0180542512,5.114642593492806e-09,0.01,3.1,19.84034
SNAD132,nugent-sn2n,-15.04272816721085,5.841703223803377e-11,0.02104873223942582,58241.948766732465,5.441185495272078e-09,0.01,3.1,19.84034
SNAD132,nugent-sn2p,-21.157333550682576,6.195079226233032e-11,0.29685400700241726,58242.078356034675,4.004617979126401e-09,0.01,3.1,19.84034
SNAD133,nugent-sn2p,-20.10131660735149,1.0889954110012317e-09,0.15255924168746254,58194.43835435655,1.2880729793838735e-08,0.03,3.1,19.275944
SNAD133,nugent-sn1a,-19.79185449215809,1.358203181741512e-09,0.13384727302778218,58190.39735323051,1.491846465455732e-08,0.03,3.1,19.275944
SNAD133,nugent-sn2n,-15.235081226062757,1.397457092451076e-09,0.01777769086821117,58194.45763001823,1.452280018147574e-08,0.03,3.1,19.275944
SNAD133,nugent-sn1bc,-15.349566712842591,1.4501254011114874e-09,0.018726857994169906,58193.068444796314,1.7935612514943636e-08,0.03,3.1,19.275944
SNAD133,nugent-sn2l,-19.762011017249296,1.5822897362420775e-09,0.13216110756086,58195.59645806408,2.3557398784563865e-08,0.03,3.1,19.275944
SNAD134,nugent-sn1a,-20.54220213896693,6.837056236202507e-10,0.20211605848325326,58262.210004150846,9.322711949437198e-09,0.02,3.1,19.509827
SNAD134,nugent-sn2n,-14.927192187736438,6.958651752225144e-10,0.017189566025009727,58267.678500895825,9.727554390278818e-09,0.02,3.1,19.509827
SNAD134,nugent-sn1bc,-20.101362378593066,7.128249865915483e-10,0.16829364651072165,58265.23430914054,1.0697986608720459e-08,0.02,3.1,19.509827
SNAD134,nugent-sn2p,-19.23834489470329,8.159580958692506e-10,0.11679294321385979,58267.86586864637,9.765333270373038e-09,0.02,3.1,19.509827
SNAD134,nugent-sn2l,-19.409187041623994,9.046751472583755e-10,0.1256367639087898,58269.21747905621,1.464569000576711e-08,0.02,3.1,19.509827
SNAD135,nugent-sn2n,-20.430903187642414,2.2523132119451973e-10,0.23751588094811013,59608.33805141435,7.595471710458568e-09,0.02,3.1,20.01469
